Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
20	81	8,3151	46,	1,6506	2751	1,8358e-003
20	82	8,3152	46,	1,7174	2751	1,306e-003
20	83	8,3976	46,	1,7174	2751	1,7315e-003
21	84	8,3976	46,	1,7174	2752	4,0665e-003
21	85	8,3152	46,	1,7174	2752	3,0421e-003
21	86	8,3261	46,	1,7816	2752	3,1157e-003
21	87	8,4018	46,	1,7816	2752	4,3248e-003
22	88	8,4018	46,	1,7816	2753	8,4278e-003
22	89	8,3261	46,	1,7816	2753	5,0505e-003
22	90	8,3501	46,	1,8362	2753	4,1386e-003
22	91	8,4112	46,	1,8362	2753	9,0576e-003
23	92	8,4112	46,	1,8362	2754	1,9831e-003
23	93	8,3501	46,	1,8362	2754	1,6699e-003
23	94	8,3501	46,	1,8562	2754	1,7531e-003
23	95	8,4112	46,	1,8562	2754	1,7876e-003
24	96	8,4018	46,	1,5857	2755	4,1427e-003
24	97	8,4118	46,	1,5857	2755	3,8038e-003
24	98	8,4192	46,	1,5312	2755	4,2454e-003
24	99	8,4112	46,	1,5312	2755	4,6042e-003
25	100	8,4118	46,	1,5857	2756	7,0783e-003
25	101	8,4018	46,	1,5857	2756	7,7132e-003
25	102	8,3976	46,	1,6506	2756	9,8404e-003
25	103	8,4084	46,	1,6506	2756	9,456e-003
26	104	8,4084	46,	1,6506	2757	5,831e-003
26	105	8,3976	46,	1,6506	2757	5,5198e-003
26	106	8,3976	46,	1,7174	2757	4,464e-003
26	107	8,4084	46,	1,7174	2757	4,6772e-003
27	108	8,4084	46,	1,7174	2758	8,4796e-003
27	109	8,3976	46,	1,7174	2758	7,7862e-003
27	110	8,4018	46,	1,7816	2758	7,5812e-003
27	111	8,4118	46,	1,7816	2758	7,9841e-003
28	112	8,4118	46,	1,7816	2759	8,8899e-003
28	113	8,4018	46,	1,7816	2759	8,4669e-003
28	114	8,4112	46,	1,8362	2759	8,8857e-003
28	115	8,4192	46,	1,8362	2759	9,0666e-003
29	116	8,4192	46,	1,8362	2760	2,3073e-003
29	117	8,4112	46,	1,8362	2760	2,3849e-003
29	118	8,4112	46,	1,8562	2760	2,357e-003
29	119	8,4192	46,	1,8562	2760	2,3072e-003
30	120	8,5548	46,	1,5857	2791	1,551e-003
30	121	8,6546	46,	1,5857	2791	1,0861e-003
30	122	8,6149	46,	1,5312	2791	8,9584e-004
30	123	8,5345	46,	1,5312	2791	1,3066e-003
31	124	8,5548	46,	1,5857	2792	4,4651e-004
31	125	8,6546	46,	1,5857	2792	3,8714e-004
31	126	8,6728	46,	1,6506	2792	2,4187e-004
31	127	8,5641	46,	1,6506	2792	3,3863e-004
32	128	8,5641	46,	1,6506	2793	5,1269e-004
32	129	8,6728	46,	1,6506	2793	3,1626e-004
32	130	8,6727	46,	1,7174	2793	3,5278e-004
32	131	8,5641	46,	1,7174	2793	6,329e-004
33	132	8,5641	46,	1,7174	2794	1,6062e-003
33	133	8,6727	46,	1,7174	2794	6,9553e-004
33	134	8,6547	46,	1,7816	2794	1,2349e-003
33	135	8,5549	46,	1,7816	2794	4,0354e-003
34	136	8,5549	46,	1,7816	2795	8,3834e-003
34	137	8,6547	46,	1,7816	2795	2,8288e-002
34	138	8,6149	46,	1,8362	2795	4,3263e-002
34	139	8,5345	46,	1,8362	2795	1,357e-002
35	140	8,5345	46,	1,8362	2796	9,9609e-003
35	141	8,6149	46,	1,8362	2796	0,11717
35	142	8,6149	46,	1,8562	2796	0,10122
35	143	8,5345	46,	1,8562	2796	8,7165e-003
36	144	8,248	46,	1,5857	2827	2,0891e-002
36	145	8,2454	46,	1,5857	2827	2,0415e-002
36	146	8,2851	46,	1,5312	2827	7,4313e-003
36	147	8,2872	46,	1,5312	2827	7,6028e-003
37	148	8,2454	46,	1,5857	2828	9,5654e-004
37	149	8,248	46,	1,5857	2828	1,0535e-003
37	150	8,2301	46,	1,6506	2828	1,8981e-004
37	151	8,2272	46,	1,6506	2828	1,6709e-004
38	152	8,2272	46,	1,6506	2829	1,013e-004
38	153	8,2301	46,	1,6506	2829	1,0591e-004
38	154	8,2301	46,	1,7174	2829	1,1964e-004
38	155	8,2273	46,	1,7174	2829	1,1674e-004
39	156	8,2273	46,	1,7174	2830	1,4482e-004
39	157	8,2301	46,	1,7174	2830	1,4797e-004
39	158	8,2479	46,	1,7816	2830	3,4398e-004
39	159	8,2453	46,	1,7816	2830	3,3697e-004
40	160	8,2453	46,	1,7816	2831	3,1209e-003
40	161	8,2479	46,	1,7816	2831	3,081e-003
40	162	8,2872	46,	1,8362	2831	5,8943e-003
40	163	8,2851	46,	1,8362	2831	6,0143e-003
41	164	8,2851	46,	1,8362	2832	4,2332e-002
41	165	8,2872	46,	1,8362	2832	4,093e-002
41	166	8,2872	46,	1,8562	2832	3,5038e-002
41	167	8,2851	46,	1,8562	2832	3,6247e-002
42	168	8,248	46,	1,5857	2833	2,2254e-002
42	169	8,3261	46,	1,5857	2833	3,6947e-002
42	170	8,3501	46,	1,5312	2833	1,4671e-002
42	171	8,2872	46,	1,5312	2833	7,3916e-003
43	172	8,3261	46,	1,5857	2834	3,5897e-003
43	173	8,248	46,	1,5857	2834	1,0946e-003
43	174	8,2301	46,	1,6506	2834	3,1566e-004
43	175	8,3151	46,	1,6506	2834	9,2962e-004
44	176	8,3151	46,	1,6506	2835	3,5761e-004
44	177	8,2301	46,	1,6506	2835	1,6893e-004
44	178	8,2301	46,	1,7174	2835	1,7744e-004
44	179	8,3152	46,	1,7174	2835	3,2501e-004
45	180	8,3152	46,	1,7174	2836	3,8651e-004
45	181	8,2301	46,	1,7174	2836	2,4189e-004
45	182	8,2479	46,	1,7816	2836	4,1879e-004
45	183	8,3261	46,	1,7816	2836	6,8535e-004
46	184	8,3261	46,	1,7816	2837	3,166e-003
46	185	8,2479	46,	1,7816	2837	3,6846e-003
46	186	8,2872	46,	1,8362	2837	5,8695e-003
46	187	8,3501	46,	1,8362	2837	2,8979e-003
47	188	8,3501	46,	1,8362	2838	2,8648e-003
47	189	8,2872	46,	1,8362	2838	4,0978e-002
47	190	8,2872	46,	1,8562	2838	3,5991e-002
47	191	8,3501	46,	1,8562	2838	2,3418e-003
