Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
18	73	8,3261	46,	1,5857	2749	4,5328e-004
18	74	8,3501	46,	1,5312	2749	5,6628e-004
18	75	8,4112	46,	1,5312	2749	4,2981e-004
19	76	8,4018	46,	1,5857	2750	5,826e-004
19	77	8,3261	46,	1,5857	2750	5,3648e-004
19	78	8,3151	46,	1,6506	2750	6,5866e-004
19	79	8,3976	46,	1,6506	2750	5,8675e-004
20	80	8,3976	46,	1,6506	2751	3,3652e-004
20	81	8,3151	46,	1,6506	2751	2,7761e-004
20	82	8,3152	46,	1,7174	2751	2,5172e-004
20	83	8,3976	46,	1,7174	2751	2,9483e-004
21	84	8,3976	46,	1,7174	2752	4,234e-004
21	85	8,3152	46,	1,7174	2752	4,0202e-004
21	86	8,3261	46,	1,7816	2752	4,0006e-004
21	87	8,4018	46,	1,7816	2752	4,2907e-004
22	88	8,4018	46,	1,7816	2753	5,2109e-004
22	89	8,3261	46,	1,7816	2753	4,4783e-004
22	90	8,3501	46,	1,8362	2753	4,2205e-004
22	91	8,4112	46,	1,8362	2753	5,2586e-004
23	92	8,4112	46,	1,8362	2754	2,7985e-004
23	93	8,3501	46,	1,8362	2754	2,5413e-004
23	94	8,3501	46,	1,8562	2754	2,5804e-004
23	95	8,4112	46,	1,8562	2754	2,6833e-004
24	96	8,4018	46,	1,5857	2755	3,9859e-004
24	97	8,4118	46,	1,5857	2755	3,8861e-004
24	98	8,4192	46,	1,5312	2755	3,9909e-004
24	99	8,4112	46,	1,5312	2755	4,0743e-004
25	100	8,4118	46,	1,5857	2756	5,5017e-004
25	101	8,4018	46,	1,5857	2756	5,587e-004
25	102	8,3976	46,	1,6506	2756	5,7369e-004
25	103	8,4084	46,	1,6506	2756	5,7217e-004
26	104	8,4084	46,	1,6506	2757	4,8108e-004
26	105	8,3976	46,	1,6506	2757	4,7011e-004
26	106	8,3976	46,	1,7174	2757	4,4733e-004
26	107	8,4084	46,	1,7174	2757	4,5525e-004
27	108	8,4084	46,	1,7174	2758	5,3048e-004
27	109	8,3976	46,	1,7174	2758	5,1803e-004
27	110	8,4018	46,	1,7816	2758	5,1875e-004
27	111	8,4118	46,	1,7816	2758	5,2185e-004
28	112	8,4118	46,	1,7816	2759	5,1575e-004
28	113	8,4018	46,	1,7816	2759	5,0931e-004
28	114	8,4112	46,	1,8362	2759	5,1966e-004
28	115	8,4192	46,	1,8362	2759	5,206e-004
29	116	8,4192	46,	1,8362	2760	3,071e-004
29	117	8,4112	46,	1,8362	2760	3,1078e-004
29	118	8,4112	46,	1,8562	2760	3,0899e-004
29	119	8,4192	46,	1,8562	2760	3,0684e-004
30	120	8,5548	46,	1,5857	2791	2,4572e-004
30	121	8,6546	46,	1,5857	2791	1,6396e-004
30	122	8,6149	46,	1,5312	2791	1,469e-004
30	123	8,5345	46,	1,5312	2791	2,3118e-004
31	124	8,5548	46,	1,5857	2792	1,0111e-004
31	125	8,6546	46,	1,5857	2792	8,0173e-005
31	126	8,6728	46,	1,6506	2792	6,9471e-005
31	127	8,5641	46,	1,6506	2792	1,0304e-004
32	128	8,5641	46,	1,6506	2793	1,6477e-004
32	129	8,6728	46,	1,6506	2793	1,06e-004
32	130	8,6727	46,	1,7174	2793	1,1831e-004
32	131	8,5641	46,	1,7174	2793	1,9518e-004
33	132	8,5641	46,	1,7174	2794	3,4088e-004
33	133	8,6727	46,	1,7174	2794	2,1955e-004
33	134	8,6547	46,	1,7816	2794	3,1617e-004
33	135	8,5549	46,	1,7816	2794	4,977e-004
34	136	8,5549	46,	1,7816	2795	8,2456e-004
34	137	8,6547	46,	1,7816	2795	1,1073e-003
34	138	8,6149	46,	1,8362	2795	1,1114e-003
34	139	8,5345	46,	1,8362	2795	7,0602e-004
35	140	8,5345	46,	1,8362	2796	7,0036e-004
35	141	8,6149	46,	1,8362	2796	6,6439e-003
35	142	8,6149	46,	1,8562	2796	4,8289e-003
35	143	8,5345	46,	1,8562	2796	6,3597e-004
36	144	8,248	46,	1,5857	2827	7,039e-004
36	145	8,2454	46,	1,5857	2827	6,9823e-004
36	146	8,2851	46,	1,5312	2827	5,5358e-004
36	147	8,2872	46,	1,5312	2827	5,56e-004
37	148	8,2454	46,	1,5857	2828	1,2502e-004
37	149	8,248	46,	1,5857	2828	1,3084e-004
37	150	8,2301	46,	1,6506	2828	1,7298e-005
37	151	8,2272	46,	1,6506	2828	1,3525e-005
38	152	8,2272	46,	1,6506	2829	1,3325e-005
38	153	8,2301	46,	1,6506	2829	1,3817e-005
38	154	8,2301	46,	1,7174	2829	1,5053e-005
38	155	8,2273	46,	1,7174	2829	1,4953e-005
39	156	8,2273	46,	1,7174	2830	3,2059e-005
39	157	8,2301	46,	1,7174	2830	3,3514e-005
39	158	8,2479	46,	1,7816	2830	1,0323e-004
39	159	8,2453	46,	1,7816	2830	1,0111e-004
40	160	8,2453	46,	1,7816	2831	4,4804e-004
40	161	8,2479	46,	1,7816	2831	4,4468e-004
40	162	8,2872	46,	1,8362	2831	5,1451e-004
40	163	8,2851	46,	1,8362	2831	5,2066e-004
41	164	8,2851	46,	1,8362	2832	1,4498e-003
41	165	8,2872	46,	1,8362	2832	1,4122e-003
41	166	8,2872	46,	1,8562	2832	1,192e-003
41	167	8,2851	46,	1,8562	2832	1,2232e-003
42	168	8,248	46,	1,5857	2833	7,2765e-004
42	169	8,3261	46,	1,5857	2833	9,5397e-004
42	170	8,3501	46,	1,5312	2833	6,9354e-004
42	171	8,2872	46,	1,5312	2833	5,5744e-004
43	172	8,3261	46,	1,5857	2834	3,0175e-004
43	173	8,248	46,	1,5857	2834	1,4028e-004
43	174	8,2301	46,	1,6506	2834	5,8976e-005
43	175	8,3151	46,	1,6506	2834	1,5447e-004
44	176	8,3151	46,	1,6506	2835	6,5542e-005
44	177	8,2301	46,	1,6506	2835	3,1389e-005
44	178	8,2301	46,	1,7174	2835	3,3413e-005
44	179	8,3152	46,	1,7174	2835	5,6869e-005
45	180	8,3152	46,	1,7174	2836	1,0705e-004
45	181	8,2301	46,	1,7174	2836	6,3467e-005
45	182	8,2479	46,	1,7816	2836	1,211e-004
45	183	8,3261	46,	1,7816	2836	1,8394e-004
46	184	8,3261	46,	1,7816	2837	4,2855e-004
46	185	8,2479	46,	1,7816	2837	4,7289e-004
46	186	8,2872	46,	1,8362	2837	5,148e-004
46	187	8,3501	46,	1,8362	2837	3,7128e-004
47	188	8,3501	46,	1,8362	2838	3,8893e-004
47	189	8,2872	46,	1,8362	2838	1,3789e-003
47	190	8,2872	46,	1,8562	2838	1,2066e-003
47	191	8,3501	46,	1,8562	2838	3,5608e-004
