Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
25	102	8,3976	46,	1,6506	2756	2,0082e-004
25	103	8,4084	46,	1,6506	2756	1,997e-004
26	104	8,4084	46,	1,6506	2757	1,7097e-004
26	105	8,3976	46,	1,6506	2757	1,6798e-004
26	106	8,3976	46,	1,7174	2757	1,5877e-004
26	107	8,4084	46,	1,7174	2757	1,6117e-004
27	108	8,4084	46,	1,7174	2758	1,7607e-004
27	109	8,3976	46,	1,7174	2758	1,7215e-004
27	110	8,4018	46,	1,7816	2758	1,7185e-004
27	111	8,4118	46,	1,7816	2758	1,7323e-004
28	112	8,4118	46,	1,7816	2759	1,6925e-004
28	113	8,4018	46,	1,7816	2759	1,6734e-004
28	114	8,4112	46,	1,8362	2759	1,7012e-004
28	115	8,4192	46,	1,8362	2759	1,7054e-004
29	116	8,4192	46,	1,8362	2760	1,0556e-004
29	117	8,4112	46,	1,8362	2760	1,0682e-004
29	118	8,4112	46,	1,8562	2760	1,0601e-004
29	119	8,4192	46,	1,8562	2760	1,0526e-004
30	120	8,5548	46,	1,5857	2791	8,9445e-005
30	121	8,6546	46,	1,5857	2791	5,961e-005
30	122	8,6149	46,	1,5312	2791	5,0826e-005
30	123	8,5345	46,	1,5312	2791	8,3219e-005
31	124	8,5548	46,	1,5857	2792	2,5203e-005
31	125	8,6546	46,	1,5857	2792	1,8169e-005
31	126	8,6728	46,	1,6506	2792	1,288e-005
31	127	8,5641	46,	1,6506	2792	2,2936e-005
32	128	8,5641	46,	1,6506	2793	4,4689e-005
32	129	8,6728	46,	1,6506	2793	2,3122e-005
32	130	8,6727	46,	1,7174	2793	2,704e-005
32	131	8,5641	46,	1,7174	2793	5,5811e-005
33	132	8,5641	46,	1,7174	2794	1,0786e-004
33	133	8,6727	46,	1,7174	2794	6,4016e-005
33	134	8,6547	46,	1,7816	2794	9,8571e-005
33	135	8,5549	46,	1,7816	2794	1,5737e-004
34	136	8,5549	46,	1,7816	2795	2,4617e-004
34	137	8,6547	46,	1,7816	2795	2,9628e-004
34	138	8,6149	46,	1,8362	2795	2,957e-004
34	139	8,5345	46,	1,8362	2795	2,1756e-004
35	140	8,5345	46,	1,8362	2796	2,2081e-004
35	141	8,6149	46,	1,8362	2796	7,1053e-004
35	142	8,6149	46,	1,8562	2796	6,2234e-004
35	143	8,5345	46,	1,8562	2796	2,07e-004
36	144	8,248	46,	1,5857	2827	2,7376e-004
36	145	8,2454	46,	1,5857	2827	2,7303e-004
36	146	8,2851	46,	1,5312	2827	2,2677e-004
36	147	8,2872	46,	1,5312	2827	2,2653e-004
37	148	8,2454	46,	1,5857	2828	5,65e-005
37	149	8,248	46,	1,5857	2828	5,9117e-005
37	150	8,2301	46,	1,6506	2828	1,1439e-005
37	151	8,2272	46,	1,6506	2828	9,6839e-006
38	152	8,2272	46,	1,6506	2829	3,5643e-006
38	153	8,2301	46,	1,6506	2829	3,8958e-006
38	154	8,2301	46,	1,7174	2829	4,2724e-006
38	155	8,2273	46,	1,7174	2829	4,0811e-006
39	156	8,2273	46,	1,7174	2830	3,2298e-006
39	157	8,2301	46,	1,7174	2830	3,3527e-006
39	158	8,2479	46,	1,7816	2830	1,6433e-005
39	159	8,2453	46,	1,7816	2830	1,5926e-005
40	160	8,2453	46,	1,7816	2831	1,1975e-004
40	161	8,2479	46,	1,7816	2831	1,192e-004
40	162	8,2872	46,	1,8362	2831	1,3948e-004
40	163	8,2851	46,	1,8362	2831	1,4078e-004
41	164	8,2851	46,	1,8362	2832	3,1974e-004
41	165	8,2872	46,	1,8362	2832	3,1281e-004
41	166	8,2872	46,	1,8562	2832	2,8535e-004
41	167	8,2851	46,	1,8562	2832	2,9167e-004
42	168	8,248	46,	1,5857	2833	2,758e-004
42	169	8,3261	46,	1,5857	2833	3,1352e-004
42	170	8,3501	46,	1,5312	2833	2,3513e-004
42	171	8,2872	46,	1,5312	2833	2,2105e-004
43	172	8,3261	46,	1,5857	2834	1,3081e-004
43	173	8,248	46,	1,5857	2834	6,4094e-005
43	174	8,2301	46,	1,6506	2834	2,3404e-005
43	175	8,3151	46,	1,6506	2834	6,7198e-005
44	176	8,3151	46,	1,6506	2835	2,3724e-005
44	177	8,2301	46,	1,6506	2835	7,1035e-006
44	178	8,2301	46,	1,7174	2835	7,2822e-006
44	179	8,3152	46,	1,7174	2835	1,9279e-005
45	180	8,3152	46,	1,7174	2836	1,9728e-005
45	181	8,2301	46,	1,7174	2836	8,8184e-006
45	182	8,2479	46,	1,7816	2836	2,1389e-005
45	183	8,3261	46,	1,7816	2836	4,1902e-005
46	184	8,3261	46,	1,7816	2837	1,2922e-004
46	185	8,2479	46,	1,7816	2837	1,2823e-004
46	186	8,2872	46,	1,8362	2837	1,4047e-004
46	187	8,3501	46,	1,8362	2837	1,1414e-004
47	188	8,3501	46,	1,8362	2838	1,2629e-004
47	189	8,2872	46,	1,8362	2838	3,1017e-004
47	190	8,2872	46,	1,8562	2838	2,8919e-004
47	191	8,3501	46,	1,8562	2838	1,1809e-004
