Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
23	92	8,4112	46,	1,8362	2754	2,246e-004
23	93	8,3501	46,	1,8362	2754	2,0467e-004
23	94	8,3501	46,	1,8562	2754	2,0716e-004
23	95	8,4112	46,	1,8562	2754	2,1457e-004
24	96	8,4018	46,	1,5857	2755	3,1472e-004
24	97	8,4118	46,	1,5857	2755	3,0719e-004
24	98	8,4192	46,	1,5312	2755	3,1328e-004
24	99	8,4112	46,	1,5312	2755	3,1934e-004
25	100	8,4118	46,	1,5857	2756	4,3221e-004
25	101	8,4018	46,	1,5857	2756	4,3881e-004
25	102	8,3976	46,	1,6506	2756	4,5047e-004
25	103	8,4084	46,	1,6506	2756	4,4878e-004
26	104	8,4084	46,	1,6506	2757	3,8186e-004
26	105	8,3976	46,	1,6506	2757	3,7398e-004
26	106	8,3976	46,	1,7174	2757	3,552e-004
26	107	8,4084	46,	1,7174	2757	3,6108e-004
27	108	8,4084	46,	1,7174	2758	4,1013e-004
27	109	8,3976	46,	1,7174	2758	4,0128e-004
27	110	8,4018	46,	1,7816	2758	4,0156e-004
27	111	8,4118	46,	1,7816	2758	4,0419e-004
28	112	8,4118	46,	1,7816	2759	3,9815e-004
28	113	8,4018	46,	1,7816	2759	3,9364e-004
28	114	8,4112	46,	1,8362	2759	4,0113e-004
28	115	8,4192	46,	1,8362	2759	4,0196e-004
29	116	8,4192	46,	1,8362	2760	2,4411e-004
29	117	8,4112	46,	1,8362	2760	2,4693e-004
29	118	8,4112	46,	1,8562	2760	2,4546e-004
29	119	8,4192	46,	1,8562	2760	2,438e-004
30	120	8,5548	46,	1,5857	2791	2,043e-004
30	121	8,6546	46,	1,5857	2791	1,4139e-004
30	122	8,6149	46,	1,5312	2791	1,2486e-004
30	123	8,5345	46,	1,5312	2791	1,9241e-004
31	124	8,5548	46,	1,5857	2792	7,7909e-005
31	125	8,6546	46,	1,5857	2792	6,1033e-005
31	126	8,6728	46,	1,6506	2792	4,8458e-005
31	127	8,5641	46,	1,6506	2792	7,4986e-005
32	128	8,5641	46,	1,6506	2793	1,2309e-004
32	129	8,6728	46,	1,6506	2793	7,6599e-005
32	130	8,6727	46,	1,7174	2793	8,6063e-005
32	131	8,5641	46,	1,7174	2793	1,4678e-004
33	132	8,5641	46,	1,7174	2794	2,6054e-004
33	133	8,6727	46,	1,7174	2794	1,6578e-004
33	134	8,6547	46,	1,7816	2794	2,4022e-004
33	135	8,5549	46,	1,7816	2794	3,7545e-004
34	136	8,5549	46,	1,7816	2795	5,9924e-004
34	137	8,6547	46,	1,7816	2795	7,6981e-004
34	138	8,6149	46,	1,8362	2795	7,6765e-004
34	139	8,5345	46,	1,8362	2795	5,2185e-004
35	140	8,5345	46,	1,8362	2796	5,2196e-004
35	141	8,6149	46,	1,8362	2796	3,1057e-003
35	142	8,6149	46,	1,8562	2796	2,41e-003
35	143	8,5345	46,	1,8562	2796	4,8475e-004
36	144	8,248	46,	1,5857	2827	5,7291e-004
36	145	8,2454	46,	1,5857	2827	5,6961e-004
36	146	8,2851	46,	1,5312	2827	4,5915e-004
36	147	8,2872	46,	1,5312	2827	4,6012e-004
37	148	8,2454	46,	1,5857	2828	1,117e-004
37	149	8,248	46,	1,5857	2828	1,1665e-004
37	150	8,2301	46,	1,6506	2828	1,8396e-005
37	151	8,2272	46,	1,6506	2828	1,4969e-005
38	152	8,2272	46,	1,6506	2829	8,345e-006
38	153	8,2301	46,	1,6506	2829	8,9633e-006
38	154	8,2301	46,	1,7174	2829	1,0063e-005
38	155	8,2273	46,	1,7174	2829	9,7905e-006
39	156	8,2273	46,	1,7174	2830	1,6223e-005
39	157	8,2301	46,	1,7174	2830	1,7171e-005
39	158	8,2479	46,	1,7816	2830	7,0226e-005
39	159	8,2453	46,	1,7816	2830	6,8667e-005
40	160	8,2453	46,	1,7816	2831	3,2409e-004
40	161	8,2479	46,	1,7816	2831	3,2202e-004
40	162	8,2872	46,	1,8362	2831	3,7402e-004
40	163	8,2851	46,	1,8362	2831	3,7811e-004
41	164	8,2851	46,	1,8362	2832	9,3475e-004
41	165	8,2872	46,	1,8362	2832	9,1227e-004
41	166	8,2872	46,	1,8562	2832	7,9658e-004
41	167	8,2851	46,	1,8562	2832	8,1595e-004
42	168	8,248	46,	1,5857	2833	5,855e-004
42	169	8,3261	46,	1,5857	2833	7,2472e-004
42	170	8,3501	46,	1,5312	2833	5,3335e-004
42	171	8,2872	46,	1,5312	2833	4,555e-004
43	172	8,3261	46,	1,5857	2834	2,5783e-004
43	173	8,248	46,	1,5857	2834	1,2495e-004
43	174	8,2301	46,	1,6506	2834	5,0574e-005
43	175	8,3151	46,	1,6506	2834	1,3463e-004
44	176	8,3151	46,	1,6506	2835	5,4522e-005
44	177	8,2301	46,	1,6506	2835	2,0432e-005
44	178	8,2301	46,	1,7174	2835	2,1749e-005
44	179	8,3152	46,	1,7174	2835	4,5964e-005
45	180	8,3152	46,	1,7174	2836	7,365e-005
45	181	8,2301	46,	1,7174	2836	3,9478e-005
45	182	8,2479	46,	1,7816	2836	8,374e-005
45	183	8,3261	46,	1,7816	2836	1,3243e-004
46	184	8,3261	46,	1,7816	2837	3,2266e-004
46	185	8,2479	46,	1,7816	2837	3,425e-004
46	186	8,2872	46,	1,8362	2837	3,7278e-004
46	187	8,3501	46,	1,8362	2837	2,825e-004
47	188	8,3501	46,	1,8362	2838	3,0194e-004
47	189	8,2872	46,	1,8362	2838	8,9765e-004
47	190	8,2872	46,	1,8562	2838	8,0669e-004
47	191	8,3501	46,	1,8562	2838	2,7913e-004
