Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
15	63	8,4962	46,	1,7816	2734	3,5335e-004
16	64	8,4962	46,	1,7816	2735	4,124e-004
16	65	8,5087	46,	1,7816	2735	4,1313e-004
16	66	8,4974	46,	1,8362	2735	3,7767e-004
16	67	8,4872	46,	1,8362	2735	3,8124e-004
17	68	8,4872	46,	1,8362	2736	1,8703e-004
17	69	8,4974	46,	1,8362	2736	1,8929e-004
17	70	8,4974	46,	1,8562	2736	1,9137e-004
17	71	8,4872	46,	1,8562	2736	1,9275e-004
18	72	8,4018	46,	1,5857	2749	2,4606e-004
18	73	8,3261	46,	1,5857	2749	2,3726e-004
18	74	8,3501	46,	1,5312	2749	2,8883e-004
18	75	8,4112	46,	1,5312	2749	2,2324e-004
19	76	8,4018	46,	1,5857	2750	3,0646e-004
19	77	8,3261	46,	1,5857	2750	2,874e-004
19	78	8,3151	46,	1,6506	2750	3,461e-004
19	79	8,3976	46,	1,6506	2750	3,0937e-004
20	80	8,3976	46,	1,6506	2751	1,8724e-004
20	81	8,3151	46,	1,6506	2751	1,5591e-004
20	82	8,3152	46,	1,7174	2751	1,3846e-004
20	83	8,3976	46,	1,7174	2751	1,6302e-004
21	84	8,3976	46,	1,7174	2752	2,2525e-004
21	85	8,3152	46,	1,7174	2752	2,1062e-004
21	86	8,3261	46,	1,7816	2752	2,0994e-004
21	87	8,4018	46,	1,7816	2752	2,2784e-004
22	88	8,4018	46,	1,7816	2753	2,6896e-004
22	89	8,3261	46,	1,7816	2753	2,345e-004
22	90	8,3501	46,	1,8362	2753	2,2315e-004
22	91	8,4112	46,	1,8362	2753	2,7145e-004
23	92	8,4112	46,	1,8362	2754	1,5137e-004
23	93	8,3501	46,	1,8362	2754	1,3761e-004
23	94	8,3501	46,	1,8562	2754	1,3932e-004
23	95	8,4112	46,	1,8562	2754	1,4449e-004
24	96	8,4018	46,	1,5857	2755	2,1053e-004
24	97	8,4118	46,	1,5857	2755	2,0541e-004
24	98	8,4192	46,	1,5312	2755	2,0945e-004
24	99	8,4112	46,	1,5312	2755	2,1349e-004
25	100	8,4118	46,	1,5857	2756	2,8843e-004
25	101	8,4018	46,	1,5857	2756	2,9252e-004
25	102	8,3976	46,	1,6506	2756	2,9999e-004
25	103	8,4084	46,	1,6506	2756	2,9915e-004
26	104	8,4084	46,	1,6506	2757	2,5789e-004
26	105	8,3976	46,	1,6506	2757	2,5267e-004
26	106	8,3976	46,	1,7174	2757	2,4076e-004
26	107	8,4084	46,	1,7174	2757	2,4466e-004
27	108	8,4084	46,	1,7174	2758	2,758e-004
27	109	8,3976	46,	1,7174	2758	2,7006e-004
27	110	8,4018	46,	1,7816	2758	2,7027e-004
27	111	8,4118	46,	1,7816	2758	2,7178e-004
28	112	8,4118	46,	1,7816	2759	2,6772e-004
28	113	8,4018	46,	1,7816	2759	2,6488e-004
28	114	8,4112	46,	1,8362	2759	2,696e-004
28	115	8,4192	46,	1,8362	2759	2,6993e-004
29	116	8,4192	46,	1,8362	2760	1,6591e-004
29	117	8,4112	46,	1,8362	2760	1,6785e-004
29	118	8,4112	46,	1,8562	2760	1,6681e-004
29	119	8,4192	46,	1,8562	2760	1,6566e-004
30	120	8,5548	46,	1,5857	2791	1,3104e-004
30	121	8,6546	46,	1,5857	2791	8,4855e-005
30	122	8,6149	46,	1,5312	2791	7,5116e-005
30	123	8,5345	46,	1,5312	2791	1,2365e-004
31	124	8,5548	46,	1,5857	2792	4,8484e-005
31	125	8,6546	46,	1,5857	2792	3,5845e-005
31	126	8,6728	46,	1,6506	2792	3,0999e-005
31	127	8,5641	46,	1,6506	2792	5,064e-005
32	128	8,5641	46,	1,6506	2793	8,7674e-005
32	129	8,6728	46,	1,6506	2793	5,2349e-005
32	130	8,6727	46,	1,7174	2793	5,9658e-005
32	131	8,5641	46,	1,7174	2793	1,05e-004
33	132	8,5641	46,	1,7174	2794	1,8522e-004
33	133	8,6727	46,	1,7174	2794	1,1821e-004
33	134	8,6547	46,	1,7816	2794	1,7124e-004
33	135	8,5549	46,	1,7816	2794	2,6244e-004
34	136	8,5549	46,	1,7816	2795	4,0423e-004
34	137	8,6547	46,	1,7816	2795	5,0894e-004
34	138	8,6149	46,	1,8362	2795	5,0641e-004
34	139	8,5345	46,	1,8362	2795	3,5358e-004
35	140	8,5345	46,	1,8362	2796	3,5059e-004
35	141	8,6149	46,	1,8362	2796	1,4765e-003
35	142	8,6149	46,	1,8562	2796	1,2327e-003
35	143	8,5345	46,	1,8562	2796	3,2666e-004
36	144	8,248	46,	1,5857	2827	3,7504e-004
36	145	8,2454	46,	1,5857	2827	3,7299e-004
36	146	8,2851	46,	1,5312	2827	3,0683e-004
36	147	8,2872	46,	1,5312	2827	3,0755e-004
37	148	8,2454	46,	1,5857	2828	7,187e-005
37	149	8,248	46,	1,5857	2828	7,5321e-005
37	150	8,2301	46,	1,6506	2828	1,0201e-005
37	151	8,2272	46,	1,6506	2828	7,9938e-006
38	152	8,2272	46,	1,6506	2829	4,9332e-006
38	153	8,2301	46,	1,6506	2829	5,233e-006
38	154	8,2301	46,	1,7174	2829	5,7847e-006
38	155	8,2273	46,	1,7174	2829	5,6677e-006
39	156	8,2273	46,	1,7174	2830	9,6167e-006
39	157	8,2301	46,	1,7174	2830	1,021e-005
39	158	8,2479	46,	1,7816	2830	4,5393e-005
39	159	8,2453	46,	1,7816	2830	4,4243e-005
40	160	8,2453	46,	1,7816	2831	2,2556e-004
40	161	8,2479	46,	1,7816	2831	2,2406e-004
40	162	8,2872	46,	1,8362	2831	2,5709e-004
40	163	8,2851	46,	1,8362	2831	2,599e-004
41	164	8,2851	46,	1,8362	2832	5,8807e-004
41	165	8,2872	46,	1,8362	2832	5,7445e-004
41	166	8,2872	46,	1,8562	2832	5,1104e-004
41	167	8,2851	46,	1,8562	2832	5,2312e-004
42	168	8,248	46,	1,5857	2833	3,8328e-004
42	169	8,3261	46,	1,5857	2833	4,6615e-004
42	170	8,3501	46,	1,5312	2833	3,5558e-004
42	171	8,2872	46,	1,5312	2833	3,0542e-004
43	172	8,3261	46,	1,5857	2834	1,745e-004
43	173	8,248	46,	1,5857	2834	8,162e-005
43	174	8,2301	46,	1,6506	2834	3,006e-005
43	175	8,3151	46,	1,6506	2834	8,8394e-005
44	176	8,3151	46,	1,6506	2835	3,2546e-005
44	177	8,2301	46,	1,6506	2835	1,202e-005
44	178	8,2301	46,	1,7174	2835	1,275e-005
44	179	8,3152	46,	1,7174	2835	2,7066e-005
45	180	8,3152	46,	1,7174	2836	4,8373e-005
45	181	8,2301	46,	1,7174	2836	2,4271e-005
45	182	8,2479	46,	1,7816	2836	5,5651e-005
45	183	8,3261	46,	1,7816	2836	9,1228e-005
46	184	8,3261	46,	1,7816	2837	2,2165e-004
46	185	8,2479	46,	1,7816	2837	2,3787e-004
46	186	8,2872	46,	1,8362	2837	2,5768e-004
46	187	8,3501	46,	1,8362	2837	1,9413e-004
47	188	8,3501	46,	1,8362	2838	2,0528e-004
47	189	8,2872	46,	1,8362	2838	5,6584e-004
47	190	8,2872	46,	1,8562	2838	5,1627e-004
47	191	8,3501	46,	1,8562	2838	1,8976e-004
