Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
31	125	8,6546	46,	1,5857	2792	1,1921e-004
31	126	8,6728	46,	1,6506	2792	8,8421e-005
31	127	8,5641	46,	1,6506	2792	1,2907e-004
32	128	8,5641	46,	1,6506	2793	2,0286e-004
32	129	8,6728	46,	1,6506	2793	1,2967e-004
32	130	8,6727	46,	1,7174	2793	1,443e-004
32	131	8,5641	46,	1,7174	2793	2,4146e-004
33	132	8,5641	46,	1,7174	2794	4,3457e-004
33	133	8,6727	46,	1,7174	2794	2,7337e-004
33	134	8,6547	46,	1,7816	2794	4,017e-004
33	135	8,5549	46,	1,7816	2794	6,5295e-004
34	136	8,5549	46,	1,7816	2795	1,1914e-003
34	137	8,6547	46,	1,7816	2795	1,6662e-003
34	138	8,6149	46,	1,8362	2795	1,7346e-003
34	139	8,5345	46,	1,8362	2795	1,0272e-003
35	140	8,5345	46,	1,8362	2796	1,0493e-003
35	141	8,6149	46,	1,8362	2796	1,5747e-002
35	142	8,6149	46,	1,8562	2796	1,2042e-002
35	143	8,5345	46,	1,8562	2796	9,1744e-004
36	144	8,248	46,	1,5857	2827	1,2033e-003
36	145	8,2454	46,	1,5857	2827	1,1934e-003
36	146	8,2851	46,	1,5312	2827	8,8873e-004
36	147	8,2872	46,	1,5312	2827	8,9105e-004
37	148	8,2454	46,	1,5857	2828	2,0018e-004
37	149	8,248	46,	1,5857	2828	2,0927e-004
37	150	8,2301	46,	1,6506	2828	4,1084e-005
37	151	8,2272	46,	1,6506	2828	3,5062e-005
38	152	8,2272	46,	1,6506	2829	1,8834e-005
38	153	8,2301	46,	1,6506	2829	2,0211e-005
38	154	8,2301	46,	1,7174	2829	2,3067e-005
38	155	8,2273	46,	1,7174	2829	2,2381e-005
39	156	8,2273	46,	1,7174	2830	3,5217e-005
39	157	8,2301	46,	1,7174	2830	3,685e-005
39	158	8,2479	46,	1,7816	2830	1,2562e-004
39	159	8,2453	46,	1,7816	2830	1,2306e-004
40	160	8,2453	46,	1,7816	2831	5,7495e-004
40	161	8,2479	46,	1,7816	2831	5,7111e-004
40	162	8,2872	46,	1,8362	2831	6,7743e-004
40	163	8,2851	46,	1,8362	2831	6,8524e-004
41	164	8,2851	46,	1,8362	2832	2,403e-003
41	165	8,2872	46,	1,8362	2832	2,3373e-003
41	166	8,2872	46,	1,8562	2832	1,9022e-003
41	167	8,2851	46,	1,8562	2832	1,9542e-003
42	168	8,248	46,	1,5857	2833	1,2394e-003
42	169	8,3261	46,	1,5857	2833	1,6779e-003
42	170	8,3501	46,	1,5312	2833	1,0865e-003
42	171	8,2872	46,	1,5312	2833	8,8279e-004
43	172	8,3261	46,	1,5857	2834	4,68e-004
43	173	8,248	46,	1,5857	2834	2,2105e-004
43	174	8,2301	46,	1,6506	2834	9,7391e-005
43	175	8,3151	46,	1,6506	2834	2,4128e-004
44	176	8,3151	46,	1,6506	2835	1,0582e-004
44	177	8,2301	46,	1,6506	2835	4,4799e-005
44	178	8,2301	46,	1,7174	2835	4,7345e-005
44	179	8,3152	46,	1,7174	2835	9,1369e-005
45	180	8,3152	46,	1,7174	2836	1,3229e-004
45	181	8,2301	46,	1,7174	2836	7,6846e-005
45	182	8,2479	46,	1,7816	2836	1,479e-004
45	183	8,3261	46,	1,7816	2836	2,3045e-004
46	184	8,3261	46,	1,7816	2837	5,7814e-004
46	185	8,2479	46,	1,7816	2837	6,1394e-004
46	186	8,2872	46,	1,8362	2837	6,7889e-004
46	187	8,3501	46,	1,8362	2837	5,0329e-004
47	188	8,3501	46,	1,8362	2838	5,4514e-004
47	189	8,2872	46,	1,8362	2838	2,2809e-003
47	190	8,2872	46,	1,8562	2838	1,9399e-003
47	191	8,3501	46,	1,8562	2838	4,9933e-004
