Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
11	46	8,4974	46,	1,8562	2730	4,1278e-003
11	47	8,5345	46,	1,8562	2730	3,4921e-003
12	48	8,5087	46,	1,5857	2731	2,0092e-003
12	49	8,4962	46,	1,5857	2731	1,9222e-003
12	50	8,4872	46,	1,5312	2731	1,9784e-003
12	51	8,4974	46,	1,5312	2731	2,0567e-003
13	52	8,4962	46,	1,5857	2732	7,2338e-003
13	53	8,5087	46,	1,5857	2732	6,7555e-003
13	54	8,5139	46,	1,6506	2732	6,9195e-003
13	55	8,5003	46,	1,6506	2732	7,5432e-003
14	56	8,5003	46,	1,6506	2733	4,3582e-003
14	57	8,5139	46,	1,6506	2733	4,0735e-003
14	58	8,5139	46,	1,7174	2733	7,6108e-003
14	59	8,5002	46,	1,7174	2733	8,192e-003
15	60	8,5002	46,	1,7174	2734	1,9949e-002
15	61	8,5139	46,	1,7174	2734	2,2336e-002
15	62	8,5087	46,	1,7816	2734	2,5979e-002
15	63	8,4962	46,	1,7816	2734	2,3031e-002
16	64	8,4962	46,	1,7816	2735	5,4966e-002
16	65	8,5087	46,	1,7816	2735	5,4713e-002
16	66	8,4974	46,	1,8362	2735	2,623e-002
16	67	8,4872	46,	1,8362	2735	2,6775e-002
17	68	8,4872	46,	1,8362	2736	3,0953e-003
17	69	8,4974	46,	1,8362	2736	3,4623e-003
17	70	8,4974	46,	1,8562	2736	3,5267e-003
17	71	8,4872	46,	1,8562	2736	3,5595e-003
18	72	8,4018	46,	1,5857	2749	1,1708e-002
18	73	8,3261	46,	1,5857	2749	1,3833e-002
18	74	8,3501	46,	1,5312	2749	2,3004e-002
18	75	8,4112	46,	1,5312	2749	1,2746e-002
19	76	8,4018	46,	1,5857	2750	1,319e-002
19	77	8,3261	46,	1,5857	2750	1,6629e-002
19	78	8,3151	46,	1,6506	2750	3,1518e-002
19	79	8,3976	46,	1,6506	2750	2,1209e-002
20	80	8,3976	46,	1,6506	2751	4,6239e-003
20	81	8,3151	46,	1,6506	2751	3,114e-003
20	82	8,3152	46,	1,7174	2751	1,8261e-003
20	83	8,3976	46,	1,7174	2751	2,5309e-003
21	84	8,3976	46,	1,7174	2752	9,0872e-003
21	85	8,3152	46,	1,7174	2752	5,7457e-003
21	86	8,3261	46,	1,7816	2752	6,0607e-003
21	87	8,4018	46,	1,7816	2752	1,004e-002
22	88	8,4018	46,	1,7816	2753	1,9815e-002
22	89	8,3261	46,	1,7816	2753	1,0768e-002
22	90	8,3501	46,	1,8362	2753	8,1897e-003
22	91	8,4112	46,	1,8362	2753	2,1123e-002
23	92	8,4112	46,	1,8362	2754	3,1786e-003
23	93	8,3501	46,	1,8362	2754	2,57e-003
23	94	8,3501	46,	1,8562	2754	2,7783e-003
23	95	8,4112	46,	1,8562	2754	2,7109e-003
24	96	8,4018	46,	1,5857	2755	8,7211e-003
24	97	8,4118	46,	1,5857	2755	7,728e-003
24	98	8,4192	46,	1,5312	2755	9,641e-003
24	99	8,4112	46,	1,5312	2755	1,0678e-002
25	100	8,4118	46,	1,5857	2756	1,2417e-002
25	101	8,4018	46,	1,5857	2756	1,3692e-002
25	102	8,3976	46,	1,6506	2756	1,9458e-002
25	103	8,4084	46,	1,6506	2756	1,8728e-002
26	104	8,4084	46,	1,6506	2757	1,1771e-002
26	105	8,3976	46,	1,6506	2757	1,1049e-002
26	106	8,3976	46,	1,7174	2757	8,2704e-003
26	107	8,4084	46,	1,7174	2757	8,83e-003
27	108	8,4084	46,	1,7174	2758	1,859e-002
27	109	8,3976	46,	1,7174	2758	1,6961e-002
27	110	8,4018	46,	1,7816	2758	1,6438e-002
27	111	8,4118	46,	1,7816	2758	1,7679e-002
28	112	8,4118	46,	1,7816	2759	2,0632e-002
28	113	8,4018	46,	1,7816	2759	1,968e-002
28	114	8,4112	46,	1,8362	2759	2,0252e-002
28	115	8,4192	46,	1,8362	2759	2,0767e-002
29	116	8,4192	46,	1,8362	2760	3,6882e-003
29	117	8,4112	46,	1,8362	2760	3,9111e-003
29	118	8,4112	46,	1,8562	2760	3,8371e-003
29	119	8,4192	46,	1,8562	2760	3,6851e-003
30	120	8,5548	46,	1,5857	2791	2,2636e-003
30	121	8,6546	46,	1,5857	2791	1,6162e-003
30	122	8,6149	46,	1,5312	2791	1,2876e-003
30	123	8,5345	46,	1,5312	2791	1,8027e-003
31	124	8,5548	46,	1,5857	2792	5,7772e-004
31	125	8,6546	46,	1,5857	2792	5,0887e-004
31	126	8,6728	46,	1,6506	2792	2,9091e-004
31	127	8,5641	46,	1,6506	2792	4,0493e-004
32	128	8,5641	46,	1,6506	2793	6,1675e-004
32	129	8,6728	46,	1,6506	2793	3,6405e-004
32	130	8,6727	46,	1,7174	2793	4,0474e-004
32	131	8,5641	46,	1,7174	2793	7,5962e-004
33	132	8,5641	46,	1,7174	2794	2,4404e-003
33	133	8,6727	46,	1,7174	2794	8,0996e-004
33	134	8,6547	46,	1,7816	2794	1,6524e-003
33	135	8,5549	46,	1,7816	2794	8,7203e-003
34	136	8,5549	46,	1,7816	2795	1,2349e-002
34	137	8,6547	46,	1,7816	2795	4,5565e-002
34	138	8,6149	46,	1,8362	2795	7,0783e-002
34	139	8,5345	46,	1,8362	2795	2,4868e-002
35	140	8,5345	46,	1,8362	2796	2,0902e-002
35	141	8,6149	46,	1,8362	2796	0,1585
35	142	8,6149	46,	1,8562	2796	0,1356
35	143	8,5345	46,	1,8562	2796	1,7747e-002
36	144	8,248	46,	1,5857	2827	3,5037e-002
36	145	8,2454	46,	1,5857	2827	3,4297e-002
36	146	8,2851	46,	1,5312	2827	1,3289e-002
36	147	8,2872	46,	1,5312	2827	1,363e-002
37	148	8,2454	46,	1,5857	2828	1,8013e-003
37	149	8,248	46,	1,5857	2828	2,1388e-003
37	150	8,2301	46,	1,6506	2828	2,7381e-004
37	151	8,2272	46,	1,6506	2828	2,3416e-004
38	152	8,2272	46,	1,6506	2829	1,606e-004
38	153	8,2301	46,	1,6506	2829	1,6667e-004
38	154	8,2301	46,	1,7174	2829	1,9338e-004
38	155	8,2273	46,	1,7174	2829	1,8951e-004
39	156	8,2273	46,	1,7174	2830	2,3314e-004
39	157	8,2301	46,	1,7174	2830	2,3572e-004
39	158	8,2479	46,	1,7816	2830	4,2908e-004
39	159	8,2453	46,	1,7816	2830	4,2048e-004
40	160	8,2453	46,	1,7816	2831	5,8792e-003
40	161	8,2479	46,	1,7816	2831	5,7854e-003
40	162	8,2872	46,	1,8362	2831	1,3173e-002
40	163	8,2851	46,	1,8362	2831	1,3451e-002
41	164	8,2851	46,	1,8362	2832	6,1692e-002
41	165	8,2872	46,	1,8362	2832	5,9657e-002
41	166	8,2872	46,	1,8562	2832	5,1487e-002
41	167	8,2851	46,	1,8562	2832	5,3268e-002
42	168	8,248	46,	1,5857	2833	3,7563e-002
42	169	8,3261	46,	1,5857	2833	5,9642e-002
42	170	8,3501	46,	1,5312	2833	2,5305e-002
42	171	8,2872	46,	1,5312	2833	1,3263e-002
43	172	8,3261	46,	1,5857	2834	1,0394e-002
43	173	8,248	46,	1,5857	2834	2,1806e-003
43	174	8,2301	46,	1,6506	2834	4,2158e-004
43	175	8,3151	46,	1,6506	2834	1,5225e-003
44	176	8,3151	46,	1,6506	2835	4,8568e-004
44	177	8,2301	46,	1,6506	2835	2,2921e-004
44	178	8,2301	46,	1,7174	2835	2,5142e-004
44	179	8,3152	46,	1,7174	2835	4,5753e-004
45	180	8,3152	46,	1,7174	2836	4,9681e-004
45	181	8,2301	46,	1,7174	2836	3,2875e-004
45	182	8,2479	46,	1,7816	2836	5,2573e-004
45	183	8,3261	46,	1,7816	2836	9,038e-004
46	184	8,3261	46,	1,7816	2837	5,9307e-003
46	185	8,2479	46,	1,7816	2837	7,2335e-003
46	186	8,2872	46,	1,8362	2837	1,3228e-002
46	187	8,3501	46,	1,8362	2837	6,4994e-003
47	188	8,3501	46,	1,8362	2838	4,6704e-003
47	189	8,2872	46,	1,8362	2838	6,0286e-002
47	190	8,2872	46,	1,8562	2838	5,31e-002
47	191	8,3501	46,	1,8562	2838	3,8555e-003
