Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
22	89	8,3261	46,	1,7816	2753	1,8075e-004
22	90	8,3501	46,	1,8362	2753	1,7316e-004
22	91	8,4112	46,	1,8362	2753	2,0987e-004
23	92	8,4112	46,	1,8362	2754	1,188e-004
23	93	8,3501	46,	1,8362	2754	1,0854e-004
23	94	8,3501	46,	1,8562	2754	1,0965e-004
23	95	8,4112	46,	1,8562	2754	1,1334e-004
24	96	8,4018	46,	1,5857	2755	1,6568e-004
24	97	8,4118	46,	1,5857	2755	1,6164e-004
24	98	8,4192	46,	1,5312	2755	1,64e-004
24	99	8,4112	46,	1,5312	2755	1,6708e-004
25	100	8,4118	46,	1,5857	2756	2,2922e-004
25	101	8,4018	46,	1,5857	2756	2,3277e-004
25	102	8,3976	46,	1,6506	2756	2,3973e-004
25	103	8,4084	46,	1,6506	2756	2,3874e-004
26	104	8,4084	46,	1,6506	2757	2,0585e-004
26	105	8,3976	46,	1,6506	2757	2,02e-004
26	106	8,3976	46,	1,7174	2757	1,9171e-004
26	107	8,4084	46,	1,7174	2757	1,9469e-004
27	108	8,4084	46,	1,7174	2758	2,1631e-004
27	109	8,3976	46,	1,7174	2758	2,1184e-004
27	110	8,4018	46,	1,7816	2758	2,1177e-004
27	111	8,4118	46,	1,7816	2758	2,1308e-004
28	112	8,4118	46,	1,7816	2759	2,0922e-004
28	113	8,4018	46,	1,7816	2759	2,0708e-004
28	114	8,4112	46,	1,8362	2759	2,1066e-004
28	115	8,4192	46,	1,8362	2759	2,1093e-004
29	116	8,4192	46,	1,8362	2760	1,3024e-004
29	117	8,4112	46,	1,8362	2760	1,3177e-004
29	118	8,4112	46,	1,8562	2760	1,3087e-004
29	119	8,4192	46,	1,8562	2760	1,2996e-004
30	120	8,5548	46,	1,5857	2791	1,0705e-004
30	121	8,6546	46,	1,5857	2791	7,0568e-005
30	122	8,6149	46,	1,5312	2791	6,1351e-005
30	123	8,5345	46,	1,5312	2791	1,0034e-004
31	124	8,5548	46,	1,5857	2792	3,4393e-005
31	125	8,6546	46,	1,5857	2792	2,4883e-005
31	126	8,6728	46,	1,6506	2792	1,9425e-005
31	127	8,5641	46,	1,6506	2792	3,3642e-005
32	128	8,5641	46,	1,6506	2793	6,2012e-005
32	129	8,6728	46,	1,6506	2793	3,4422e-005
32	130	8,6727	46,	1,7174	2793	3,9827e-005
32	131	8,5641	46,	1,7174	2793	7,5685e-005
33	132	8,5641	46,	1,7174	2794	1,3898e-004
33	133	8,6727	46,	1,7174	2794	8,5938e-005
33	134	8,6547	46,	1,7816	2794	1,2784e-004
33	135	8,5549	46,	1,7816	2794	1,9964e-004
34	136	8,5549	46,	1,7816	2795	3,0669e-004
34	137	8,6547	46,	1,7816	2795	3,7849e-004
34	138	8,6149	46,	1,8362	2795	3,7701e-004
34	139	8,5345	46,	1,8362	2795	2,6994e-004
35	140	8,5345	46,	1,8362	2796	2,7099e-004
35	141	8,6149	46,	1,8362	2796	9,6514e-004
35	142	8,6149	46,	1,8562	2796	8,3259e-004
35	143	8,5345	46,	1,8562	2796	2,5347e-004
36	144	8,248	46,	1,5857	2827	3,1389e-004
36	145	8,2454	46,	1,5857	2827	3,1266e-004
36	146	8,2851	46,	1,5312	2827	2,5946e-004
36	147	8,2872	46,	1,5312	2827	2,5953e-004
37	148	8,2454	46,	1,5857	2828	6,289e-005
37	149	8,248	46,	1,5857	2828	6,5853e-005
37	150	8,2301	46,	1,6506	2828	1,0818e-005
37	151	8,2272	46,	1,6506	2828	8,8639e-006
38	152	8,2272	46,	1,6506	2829	3,821e-006
38	153	8,2301	46,	1,6506	2829	4,1465e-006
38	154	8,2301	46,	1,7174	2829	4,603e-006
38	155	8,2273	46,	1,7174	2829	4,4357e-006
39	156	8,2273	46,	1,7174	2830	4,9897e-006
39	157	8,2301	46,	1,7174	2830	5,2633e-006
39	158	8,2479	46,	1,7816	2830	2,6957e-005
39	159	8,2453	46,	1,7816	2830	2,6168e-005
40	160	8,2453	46,	1,7816	2831	1,6187e-004
40	161	8,2479	46,	1,7816	2831	1,6096e-004
40	162	8,2872	46,	1,8362	2831	1,8613e-004
40	163	8,2851	46,	1,8362	2831	1,8802e-004
41	164	8,2851	46,	1,8362	2832	4,2207e-004
41	165	8,2872	46,	1,8362	2832	4,1265e-004
41	166	8,2872	46,	1,8562	2832	3,7153e-004
41	167	8,2851	46,	1,8562	2832	3,7998e-004
42	168	8,248	46,	1,5857	2833	3,1806e-004
42	169	8,3261	46,	1,5857	2833	3,7274e-004
42	170	8,3501	46,	1,5312	2833	2,8216e-004
42	171	8,2872	46,	1,5312	2833	2,5494e-004
43	172	8,3261	46,	1,5857	2834	1,4867e-004
43	173	8,248	46,	1,5857	2834	7,1322e-005
43	174	8,2301	46,	1,6506	2834	2,5694e-005
43	175	8,3151	46,	1,6506	2834	7,5633e-005
44	176	8,3151	46,	1,6506	2835	2,671e-005
44	177	8,2301	46,	1,6506	2835	8,4521e-006
44	178	8,2301	46,	1,7174	2835	8,8208e-006
44	179	8,3152	46,	1,7174	2835	2,1769e-005
45	180	8,3152	46,	1,7174	2836	2,9811e-005
45	181	8,2301	46,	1,7174	2836	1,3594e-005
45	182	8,2479	46,	1,7816	2836	3,4158e-005
45	183	8,3261	46,	1,7816	2836	6,1251e-005
46	184	8,3261	46,	1,7816	2837	1,662e-004
46	185	8,2479	46,	1,7816	2837	1,7169e-004
46	186	8,2872	46,	1,8362	2837	1,8677e-004
46	187	8,3501	46,	1,8362	2837	1,4639e-004
47	188	8,3501	46,	1,8362	2838	1,5833e-004
47	189	8,2872	46,	1,8362	2838	4,0807e-004
47	190	8,2872	46,	1,8562	2838	3,759e-004
47	191	8,3501	46,	1,8562	2838	1,4729e-004
