Facet	Point	X Coordinate (mm)	Y Coordinate (mm)	Z Coordinate (mm)	Element Number	Accumulated Equivalent Plastic Strain (mm/mm)
18	73	8,3261	46,	1,5857	2749	3,3919e-002
18	74	8,3501	46,	1,5312	2749	5,1286e-002
18	75	8,4112	46,	1,5312	2749	3,396e-002
19	76	8,4018	46,	1,5857	2750	2,8101e-002
19	77	8,3261	46,	1,5857	2750	4,2339e-002
19	78	8,3151	46,	1,6506	2750	6,85e-002
19	79	8,3976	46,	1,6506	2750	4,5451e-002
20	80	8,3976	46,	1,6506	2751	1,5786e-002
20	81	8,3151	46,	1,6506	2751	1,0251e-002
20	82	8,3152	46,	1,7174	2751	3,0514e-003
20	83	8,3976	46,	1,7174	2751	5,2451e-003
21	84	8,3976	46,	1,7174	2752	2,4075e-002
21	85	8,3152	46,	1,7174	2752	1,2479e-002
21	86	8,3261	46,	1,7816	2752	1,3874e-002
21	87	8,4018	46,	1,7816	2752	2,7152e-002
22	88	8,4018	46,	1,7816	2753	4,6926e-002
22	89	8,3261	46,	1,7816	2753	2,7599e-002
22	90	8,3501	46,	1,8362	2753	2,1484e-002
22	91	8,4112	46,	1,8362	2753	4,8143e-002
23	92	8,4112	46,	1,8362	2754	6,2267e-003
23	93	8,3501	46,	1,8362	2754	4,9234e-003
23	94	8,3501	46,	1,8562	2754	5,5584e-003
23	95	8,4112	46,	1,8562	2754	4,7036e-003
24	96	8,4018	46,	1,5857	2755	2,3432e-002
24	97	8,4118	46,	1,5857	2755	2,0921e-002
24	98	8,4192	46,	1,5312	2755	2,842e-002
24	99	8,4112	46,	1,5312	2755	3,0789e-002
25	100	8,4118	46,	1,5857	2756	2,7149e-002
25	101	8,4018	46,	1,5857	2756	3,0017e-002
25	102	8,3976	46,	1,6506	2756	4,6439e-002
25	103	8,4084	46,	1,6506	2756	4,5039e-002
26	104	8,4084	46,	1,6506	2757	3,0255e-002
26	105	8,3976	46,	1,6506	2757	2,8386e-002
26	106	8,3976	46,	1,7174	2757	1,8856e-002
26	107	8,4084	46,	1,7174	2757	2,0464e-002
27	108	8,4084	46,	1,7174	2758	4,0108e-002
27	109	8,3976	46,	1,7174	2758	3,6818e-002
27	110	8,4018	46,	1,7816	2758	3,5393e-002
27	111	8,4118	46,	1,7816	2758	3,8127e-002
28	112	8,4118	46,	1,7816	2759	4,667e-002
28	113	8,4018	46,	1,7816	2759	4,5105e-002
28	114	8,4112	46,	1,8362	2759	4,5364e-002
28	115	8,4192	46,	1,8362	2759	4,6124e-002
29	116	8,4192	46,	1,8362	2760	6,323e-003
29	117	8,4112	46,	1,8362	2760	7,1875e-003
29	118	8,4112	46,	1,8562	2760	6,875e-003
29	119	8,4192	46,	1,8562	2760	6,2614e-003
30	120	8,5548	46,	1,5857	2791	5,027e-003
30	121	8,6546	46,	1,5857	2791	4,157e-003
30	122	8,6149	46,	1,5312	2791	2,8387e-003
30	123	8,5345	46,	1,5312	2791	3,2237e-003
31	124	8,5548	46,	1,5857	2792	9,7436e-004
31	125	8,6546	46,	1,5857	2792	8,7723e-004
31	126	8,6728	46,	1,6506	2792	3,8416e-004
31	127	8,5641	46,	1,6506	2792	5,3509e-004
32	128	8,5641	46,	1,6506	2793	7,3577e-004
32	129	8,6728	46,	1,6506	2793	4,1374e-004
32	130	8,6727	46,	1,7174	2793	4,5156e-004
32	131	8,5641	46,	1,7174	2793	9,0652e-004
33	132	8,5641	46,	1,7174	2794	4,3602e-003
33	133	8,6727	46,	1,7174	2794	9,1919e-004
33	134	8,6547	46,	1,7816	2794	2,5477e-003
33	135	8,5549	46,	1,7816	2794	1,9502e-002
34	136	8,5549	46,	1,7816	2795	2,1258e-002
34	137	8,6547	46,	1,7816	2795	7,2478e-002
34	138	8,6149	46,	1,8362	2795	0,11536
34	139	8,5345	46,	1,8362	2795	4,8665e-002
35	140	8,5345	46,	1,8362	2796	4,6093e-002
35	141	8,6149	46,	1,8362	2796	0,22867
35	142	8,6149	46,	1,8562	2796	0,19243
35	143	8,5345	46,	1,8562	2796	3,7859e-002
36	144	8,248	46,	1,5857	2827	6,7493e-002
36	145	8,2454	46,	1,5857	2827	6,6286e-002
36	146	8,2851	46,	1,5312	2827	2,9312e-002
36	147	8,2872	46,	1,5312	2827	2,9918e-002
37	148	8,2454	46,	1,5857	2828	1,0895e-002
37	149	8,248	46,	1,5857	2828	1,196e-002
37	150	8,2301	46,	1,6506	2828	6,4521e-004
37	151	8,2272	46,	1,6506	2828	4,5469e-004
38	152	8,2272	46,	1,6506	2829	3,5195e-004
38	153	8,2301	46,	1,6506	2829	3,6323e-004
38	154	8,2301	46,	1,7174	2829	4,27e-004
38	155	8,2273	46,	1,7174	2829	4,1909e-004
39	156	8,2273	46,	1,7174	2830	4,9477e-004
39	157	8,2301	46,	1,7174	2830	4,9379e-004
39	158	8,2479	46,	1,7816	2830	6,1715e-004
39	159	8,2453	46,	1,7816	2830	6,0802e-004
40	160	8,2453	46,	1,7816	2831	1,3291e-002
40	161	8,2479	46,	1,7816	2831	1,3091e-002
40	162	8,2872	46,	1,8362	2831	3,0384e-002
40	163	8,2851	46,	1,8362	2831	3,082e-002
41	164	8,2851	46,	1,8362	2832	9,2922e-002
41	165	8,2872	46,	1,8362	2832	8,9933e-002
41	166	8,2872	46,	1,8562	2832	7,6981e-002
41	167	8,2851	46,	1,8562	2832	7,9617e-002
42	168	8,248	46,	1,5857	2833	7,3053e-002
42	169	8,3261	46,	1,5857	2833	0,107
42	170	8,3501	46,	1,5312	2833	4,8793e-002
42	171	8,2872	46,	1,5312	2833	3,0823e-002
43	172	8,3261	46,	1,5857	2834	3,9679e-002
43	173	8,248	46,	1,5857	2834	1,2707e-002
43	174	8,2301	46,	1,6506	2834	7,7327e-004
43	175	8,3151	46,	1,6506	2834	5,5861e-003
44	176	8,3151	46,	1,6506	2835	8,6188e-004
44	177	8,2301	46,	1,6506	2835	4,0653e-004
44	178	8,2301	46,	1,7174	2835	4,9107e-004
44	179	8,3152	46,	1,7174	2835	9,3054e-004
45	180	8,3152	46,	1,7174	2836	7,5277e-004
45	181	8,2301	46,	1,7174	2836	5,9528e-004
45	182	8,2479	46,	1,7816	2836	7,2587e-004
45	183	8,3261	46,	1,7816	2836	1,3496e-003
46	184	8,3261	46,	1,7816	2837	1,6516e-002
46	185	8,2479	46,	1,7816	2837	1,5534e-002
46	186	8,2872	46,	1,8362	2837	2,9714e-002
46	187	8,3501	46,	1,8362	2837	2,3843e-002
47	188	8,3501	46,	1,8362	2838	1,0475e-002
47	189	8,2872	46,	1,8362	2838	8,987e-002
47	190	8,2872	46,	1,8562	2838	7,8487e-002
47	191	8,3501	46,	1,8562	2838	9,274e-003
